_id,dataCollectionDate,beachName,windSpeed,windDirection,airTemp,rain,rainAmount,waterTemp,waterFowl,waveAction,waterClarity,turbidity
10253,2017-08-09,Gibraltar Point Beach,5,W,16,No,NA,14,6,LOW,Clear,NA
10254,2017-08-09,Centre Island Beach,5,W,16,No,NA,14,NA,LOW,Clear,NA
10255,2017-08-09,Ward's Island Beach,5,W,16,No,NA,14,NA,LOW,Clear,NA
10256,2017-08-09,Cherry Beach,5,W,16,No,NA,16,62,LOW,Clear,NA
10257,2017-08-09,Woodbine Beaches,5,W,16,No,NA,8,3,LOW,Clear,NA
10258,2017-08-09,Kew Balmy Beach,5,W,16,No,NA,8,5,LOW,Clear,NA
10259,2017-08-09,Bluffer's Beach Park,5,W,16,No,NA,6,49,LOW,Clear,NA
10260,2017-06-10,Marie Curtis Park East Beach,4,SW,16,No,NA,15,4,LOW,Clear,1.6
10261,2017-06-10,Sunnyside Beach,4,SW,16,No,NA,14,30,LOW,Murky,1.92
10262,2017-06-10,Hanlan's Point Beach,4,SW,16,No,NA,16,2,LOW,Clear,NA
10263,2017-06-10,Gibraltar Point Beach,4,SW,16,No,NA,15,8,LOW,Clear with some debris,NA
10264,2017-06-10,Centre Island Beach,4,SW,16,No,NA,15,9,LOW,Clear,NA
10265,2017-06-10,Ward's Island Beach,4,SW,16,No,NA,15,NA,LOW,Clear,NA
10266,2017-06-10,Cherry Beach,4,SW,16,No,NA,15,46,LOW,Clear,NA
10267,2017-06-10,Woodbine Beaches,4,SW,16,No,NA,11,5,LOW,Clear with Pollen ,NA
10268,2017-06-10,Kew Balmy Beach,4,SW,16,No,NA,11,7,LOW,Murky of Pollen ,NA
10269,2017-06-10,Bluffer's Beach Park,4,SW,16,No,NA,11,23,LOW,Clear,NA
10270,2017-06-11,Marie Curtis Park East Beach,18,SW,17,No,NA,NA,NA,None,None,NA
10271,2017-06-11,Sunnyside Beach,18,SW,17,No,NA,13,42,HIGH,Murky,45.6
10272,2017-06-11,Hanlan's Point Beach,18,SW,17,No,NA,14,NA,HIGH,Murky,NA
10273,2017-06-11,Gibraltar Point Beach,18,SW,17,No,NA,11,NA,HIGH,Murky,NA
10274,2017-06-11,Centre Island Beach,18,SW,17,No,NA,10,NA,MOD,Murky,NA
10275,2017-06-11,Ward's Island Beach,18,SW,17,No,NA,NA,NA,MOD,Murky,NA
10276,2017-06-11,Cherry Beach,18,NW,17,No,NA,12,4,MOD,Very Murky ,NA
10277,2017-06-11,Woodbine Beaches,18,NW,17,No,NA,10,NA,MOD,Murky,NA
10278,2017-06-11,Kew Balmy Beach,18,NW,17,No,NA,10,3,MOD,Murky ,NA
10279,2017-06-11,Bluffer's Beach Park,18,NW,17,No,NA,9,2,MOD,Cloudy,NA
10280,2017-06-14,Marie Curtis Park East Beach,41,NE,18,No,NA,10,35,MOD,Clear,0.53
10281,2017-06-14,Sunnyside Beach,41,NE,18,No,NA,10,55,MOD,Murky ,0.79
10282,2017-06-14,Hanlan's Point Beach,41,NE,18,No,NA,10,2,LOW,Clear,NA
10283,2017-06-14,Gibraltar Point Beach,41,NE,18,No,NA,12,NA,LOW,Clear,NA
10284,2017-06-14,Centre Island Beach,41,NE,18,No,NA,12,NA,LOW,Clear,NA
10285,2017-06-14,Ward's Island Beach,41,NE,18,No,NA,12,2,LOW,Clear,NA
10286,2017-06-14,Cherry Beach,41,NE,18,No,NA,14,42,LOW,Slightly Murky,NA
10287,2017-06-14,Woodbine Beaches,41,NE,18,No,NA,6,7,LOW,Murky,NA
10288,2017-06-14,Kew Balmy Beach,41,NE,18,No,NA,4,15,LOW,Clear,NA
10289,2017-06-14,Bluffer's Beach Park,41,NE,18,No,NA,8,2,LOW,Slightly Cloudy,NA
10290,2017-06-25,Marie Curtis Park East Beach,5,SW,14,No,NA,6,26,LOW,Clear,0.78
10291,2017-06-25,Sunnyside Beach,5,SW,14,No,NA,7,45,LOW,Clear,1.59
10292,2017-06-25,Hanlan's Point Beach,5,SW,14,No,NA,12,NA,LOW,Cloudy,NA
10293,2017-06-25,Gibraltar Point Beach,5,SW,14,No,NA,13,1,LOW,Cloudy,NA
10294,2017-06-25,Centre Island Beach,5,SW,14,No,NA,12,NA,LOW,Cloudy,NA
10295,2017-06-25,Ward's Island Beach,5,SW,14,No,NA,13,NA,LOW,Cloudy,NA
10296,2017-06-25,Cherry Beach,5,SW,14,No,NA,14,11,LOW,Cloudy,NA
10297,2017-06-25,Woodbine Beaches,5,SW,14,No,NA,6,NA,LOW,Clear,NA
10298,2017-06-25,Kew Balmy Beach,5,SW,14,No,NA,6,8,LOW,Clear,NA
10299,2017-06-25,Bluffer's Beach Park,5,SW,14,No,NA,6,NA,LOW,Clear,NA
10300,2017-07-15,Marie Curtis Park East Beach,13,NW,19,Yes,0,14,17,LOW,Murky,2.05
10301,2017-07-15,Sunnyside Beach,13,NW,19,Yes,0,15,12,LOW,Murky,2.47
10302,2017-07-15,Hanlan's Point Beach,13,NW,19,Yes,0,15,NA,LOW,Clear,NA
10303,2017-07-15,Gibraltar Point Beach,13,NW,19,Yes,0,16,2,LOW,Clear,NA
10304,2017-07-15,Centre Island Beach,13,NW,19,Yes,0,15,3,LOW,Clear,NA
10305,2017-07-15,Ward's Island Beach,13,NW,19,Yes,0,14,NA,LOW,Clear,NA
10306,2017-07-15,Cherry Beach,13,NW,19,Yes,0,14,78,LOW,Clear,NA
10307,2017-07-15,Woodbine Beaches,13,NW,19,Yes,0,14,NA,LOW,Cloudy,NA
10308,2017-07-15,Kew Balmy Beach,13,NW,19,Yes,0,14,NA,LOW,Cloudy,NA
10309,2017-07-15,Bluffer's Beach Park,13,NW,19,Yes,0,16,6,LOW,Murky,NA
10310,2017-07-19,Marie Curtis Park East Beach,8,SW,20,No,NA,18,3,LOW,Clear,0.81
10311,2017-07-19,Sunnyside Beach,8,SW,20,No,NA,21,50,LOW,Cloudy,2.36
10312,2017-07-19,Hanlan's Point Beach,8,SW,20,No,NA,16,7,LOW,Clear,NA
10313,2017-07-19,Gibraltar Point Beach,8,SW,20,No,NA,16,NA,LOW,Clear,NA
10314,2017-07-19,Centre Island Beach,8,SW,20,No,NA,17,3,LOW,Clear,NA
10315,2017-07-19,Ward's Island Beach,8,SW,20,No,NA,17,18,LOW,Clear,NA
10316,2017-07-19,Cherry Beach,8,SW,20,No,NA,18,18,LOW,Clear,NA
10317,2017-07-19,Woodbine Beaches,8,SW,20,No,NA,13,10,LOW,Clear,NA
10318,2017-07-19,Kew Balmy Beach,8,SW,20,No,NA,13,20,LOW,Clear,NA
10319,2017-07-19,Bluffer's Beach Park,8,SW,20,No,NA,18,100,LOW,Clear,NA
10320,2017-07-20,Marie Curtis Park East Beach,5,NW,20,No,NA,19,5,LOW,Clear,0.62
10321,2017-07-20,Sunnyside Beach,5,NW,20,No,NA,20,125,LOW,Clear,1.51
10322,2017-07-20,Hanlan's Point Beach,5,NW,20,No,NA,17,4,LOW,Clear,NA
10323,2017-07-20,Gibraltar Point Beach,5,NW,20,No,NA,19,NA,LOW,Clear,NA
10324,2017-07-20,Centre Island Beach,5,NW,20,No,NA,19,1,LOW,Clear,NA
10325,2017-07-20,Ward's Island Beach,5,NW,20,No,NA,18,1,LOW,Clear,NA
10326,2017-07-20,Cherry Beach,5,NW,20,No,NA,20,29,LOW,Clear,NA
10327,2017-07-20,Woodbine Beaches,5,NW,20,No,NA,17,NA,LOW,Clear,NA
10328,2017-07-20,Kew Balmy Beach,5,NW,20,No,NA,17,3,LOW,Clear,NA
10329,2017-07-20,Bluffer's Beach Park,5,NW,20,No,NA,18,NA,LOW,Clear,NA
10330,2017-07-24,Marie Curtis Park East Beach,8,N,21,Yes,0,20,10,MOD,"Murky, debris on shore",2.63
10331,2017-07-24,Sunnyside Beach,8,N,21,Yes,0,19,67,MOD,"Murky, debris on shore",2.39
10332,2017-07-24,Hanlan's Point Beach,8,N,21,Yes,0,16,NA,LOW,Clear,NA
10333,2017-07-24,Gibraltar Point Beach,8,N,21,Yes,0,16,NA,MOD,Murky,NA
10334,2017-07-24,Centre Island Beach,8,N,21,Yes,0,17,4,LOW,Clear,NA
10335,2017-07-24,Ward's Island Beach,8,N,21,Yes,0,17,3,LOW,Clear,NA
10336,2017-07-24,Cherry Beach,8,N,21,Yes,0,18,62,LOW,Murky,NA
10337,2017-07-24,Woodbine Beaches,8,N,21,Yes,0,20,5,MOD,Murky,NA
10338,2017-07-24,Kew Balmy Beach,8,N,21,Yes,0,21,7,MOD,Murky,NA
10339,2017-07-24,Bluffer's Beach Park,8,N,21,Yes,0,20,NA,HIGH,Murky,NA
10340,2017-08-06,Marie Curtis Park East Beach,9,NW,15,Yes,1,13,10,LOW,Clear,1.52
10341,2017-08-06,Sunnyside Beach,9,NW,15,Yes,1,12,59,LOW,Clear,1.49
10342,2017-08-06,Hanlan's Point Beach,9,NW,15,Yes,1,14,1,LOW,Clear,NA
10343,2017-08-06,Gibraltar Point Beach,9,NW,15,Yes,1,16,4,LOW,Clear,NA
10344,2017-08-06,Centre Island Beach,9,NW,15,Yes,1,17,7,LOW,Clear,NA
10345,2017-08-06,Ward's Island Beach,9,NW,15,Yes,1,17,1,LOW,Cloudy,NA
10346,2017-08-06,Cherry Beach,9,NW,15,Yes,1,21,36,LOW,Cloudy,NA
10347,2017-08-06,Woodbine Beaches,9,NW,15,Yes,1,7,1,LOW,Clear,NA
10348,2017-08-06,Kew Balmy Beach,9,NW,15,Yes,1,7,16,LOW,Clear,NA
10349,2017-08-06,Bluffer's Beach Park,9,NW,15,Yes,1,9,NA,LOW,Clear,NA
10350,2017-08-07,Marie Curtis Park East Beach,5,W,17,No,NA,9,3,LOW,Clear,1.46
10351,2017-08-07,Sunnyside Beach,5,W,17,No,NA,14,94,LOW,Murky,1.78
10352,2017-08-07,Hanlan's Point Beach,5,W,17,No,NA,6,5,LOW,Clear,NA
10353,2017-08-07,Gibraltar Point Beach,5,W,17,No,NA,16,1,LOW,Clear,NA
10354,2017-08-07,Centre Island Beach,5,W,17,No,NA,16,3,LOW,Murky,NA
10355,2017-08-07,Ward's Island Beach,5,W,17,No,NA,17,6,LOW,Cloudy,NA
10356,2017-08-07,Cherry Beach,5,W,17,No,NA,21,2,LOW,Murky,NA
10357,2017-08-07,Woodbine Beaches,5,W,17,No,NA,7,1,LOW,Clear,NA
10358,2017-08-07,Kew Balmy Beach,5,W,17,No,NA,7,3,LOW,Clear,NA
10359,2017-08-07,Bluffer's Beach Park,5,W,17,No,NA,6,NA,LOW,Clear,NA
10360,2017-08-10,Marie Curtis Park East Beach,NA,None,17,No,NA,11,12,LOW,Clear,0.91
10361,2017-08-10,Sunnyside Beach,NA,None,17,No,NA,17,94,LOW,Murky,1.52
10362,2017-08-10,Hanlan's Point Beach,NA,None,17,No,NA,14,16,LOW,Clear,NA
10363,2017-08-10,Gibraltar Point Beach,NA,None,17,No,NA,15,1,LOW,Clear,NA
10364,2017-08-10,Centre Island Beach,NA,None,17,No,NA,15,3,LOW,Murky,NA
10365,2017-08-10,Ward's Island Beach,NA,None,17,No,NA,16,NA,LOW,Murky,NA
10366,2017-08-10,Cherry Beach,NA,None,17,No,NA,16,38,LOW,Murky,NA
10367,2017-08-10,Woodbine Beaches,NA,None,17,No,NA,8,5,LOW,Clear,NA
10368,2017-08-10,Kew Balmy Beach,NA,None,17,No,NA,8,28,LOW,Clear,NA
10369,2017-08-10,Bluffer's Beach Park,NA,None,17,No,NA,12,37,LOW,Clear,NA
10370,2017-06-09,Marie Curtis Park East Beach,5,W,16,No,NA,11,17,MOD,Cloudy,1.34
10371,2017-06-09,Sunnyside Beach,5,W,16,No,NA,12,52,MOD,Cloudy,1.72
10372,2017-06-09,Hanlan's Point Beach,5,W,16,No,NA,13,2,LOW,Clear,NA
10373,2017-06-09,Gibraltar Point Beach,5,W,16,No,NA,13,NA,MOD,"Clear, some murk",NA
10374,2017-06-09,Centre Island Beach,5,W,16,No,NA,14,7,LOW,Murky,NA
10375,2017-06-09,Ward's Island Beach,5,W,16,No,NA,14,NA,LOW,Murky,NA
10376,2017-06-09,Cherry Beach,5,W,16,No,NA,14,12,LOW,Murky ,NA
10377,2017-06-09,Woodbine Beaches,5,W,16,No,NA,10,NA,LOW,Clear,NA
10378,2017-06-09,Kew Balmy Beach,5,W,16,No,NA,10,13,LOW,Clear,NA
10379,2017-06-09,Bluffer's Beach Park,5,W,16,No,NA,11,13,LOW,"Cloudy, Drift wood",NA
10380,2017-07-10,Marie Curtis Park East Beach,4,W,17,No,NA,14,12,LOW,Clear,1.09
10381,2017-07-10,Sunnyside Beach,4,W,17,No,NA,14,35,LOW,Cloudy,1.94
10382,2017-07-10,Hanlan's Point Beach,4,W,17,No,NA,14,4,LOW,Clear,NA
10383,2017-07-10,Gibraltar Point Beach,4,W,17,No,NA,15,NA,LOW,Clear,NA
10384,2017-07-10,Centre Island Beach,4,W,17,No,NA,15,2,LOW,Clear,NA
10385,2017-07-10,Ward's Island Beach,4,W,17,No,NA,16,NA,LOW,Clear,NA
10386,2017-07-10,Cherry Beach,4,W,17,No,NA,17,89,LOW,Clear,NA
10387,2017-07-10,Woodbine Beaches,4,W,17,No,NA,13,2,LOW,Clear,NA
10388,2017-07-10,Kew Balmy Beach,4,W,17,No,NA,13,9,LOW,Clear,NA
10389,2017-07-10,Bluffer's Beach Park,4,W,17,No,NA,12,5,MOD,Murky,NA
10390,2017-07-11,Marie Curtis Park East Beach,4,W,16,No,NA,18,4,LOW,Clear,1.39
10391,2017-07-11,Sunnyside Beach,4,W,16,No,NA,17,50,LOW,Cloudy,1.89
10392,2017-07-11,Hanlan's Point Beach,4,W,16,No,NA,13,NA,LOW,Clear,NA
10393,2017-07-11,Gibraltar Point Beach,4,W,16,No,NA,13,11,LOW,"Clear, some murk",NA
10394,2017-07-11,Centre Island Beach,4,W,16,No,NA,14,3,LOW,Murky,NA
10395,2017-07-11,Ward's Island Beach,4,W,16,No,NA,14,17,LOW,Murky,NA
10396,2017-07-11,Cherry Beach,4,W,16,No,NA,16,46,LOW,Murky,NA
10397,2017-07-11,Woodbine Beaches,4,W,16,No,NA,16,23,LOW,Clear,NA
10398,2017-07-11,Kew Balmy Beach,4,W,16,No,NA,15,12,LOW,Clear,NA
10399,2017-07-11,Bluffer's Beach Park,4,W,16,No,NA,10,NA,LOW,Cloudy,NA
10400,2017-07-21,Marie Curtis Park East Beach,4,NW,21,Yes,17,18,2,LOW,Clear,1.27
10401,2017-07-21,Sunnyside Beach,4,NW,21,Yes,17,19,46,LOW,Clear,1.62
10402,2017-07-21,Hanlan's Point Beach,4,NW,21,Yes,17,12,NA,LOW,Cloudy,NA
10403,2017-07-21,Gibraltar Point Beach,4,NW,21,Yes,17,15,25,LOW,Clear,NA
10404,2017-07-21,Centre Island Beach,4,NW,21,Yes,17,13,NA,LOW,Clear,NA
10405,2017-07-21,Ward's Island Beach,4,NW,21,Yes,17,14,NA,LOW,Cloudy,NA
10406,2017-07-21,Cherry Beach,4,NW,21,Yes,17,15,70,LOW,Clear,NA
10407,2017-07-21,Woodbine Beaches,4,NW,21,Yes,17,17,3,LOW,Clear,NA
10408,2017-07-21,Kew Balmy Beach,4,NW,21,Yes,17,17,21,LOW,Clear,NA
10409,2017-07-21,Bluffer's Beach Park,4,NW,21,Yes,17,18,NA,LOW,Cloudy,NA
10410,2017-07-22,Marie Curtis Park East Beach,NA,None,23,No,NA,17,NA,LOW,Clear,1.39
10411,2017-07-22,Sunnyside Beach,NA,None,23,No,NA,18,100,LOW,Cloudy,2.35
10412,2017-07-22,Hanlan's Point Beach,NA,None,23,No,NA,15,NA,LOW,Clear,NA
10413,2017-07-22,Gibraltar Point Beach,NA,None,23,No,NA,17,NA,LOW,Clear,NA
10414,2017-07-22,Centre Island Beach,NA,None,23,No,NA,17,1,LOW,Clear,NA
10415,2017-07-22,Ward's Island Beach,NA,None,23,No,NA,18,NA,LOW,Murky,NA
10416,2017-07-22,Cherry Beach,NA,None,23,No,NA,18,NA,LOW,Clear,NA
10417,2017-07-22,Woodbine Beaches,NA,None,23,No,NA,16,5,LOW,Clear,NA
10418,2017-07-22,Kew Balmy Beach,NA,None,23,No,NA,16,3,LOW,Clear,NA
10419,2017-07-22,Bluffer's Beach Park,NA,None,23,No,NA,20,NA,LOW,Cloudy w dead flies,NA
10420,2017-08-04,Marie Curtis Park East Beach,13,S,22,No,NA,21,20,MOD,Cloudy,15.2
10421,2017-08-04,Sunnyside Beach,13,S,22,No,NA,20,40,LOW,Cloudy,4.53
10422,2017-08-04,Hanlan's Point Beach,13,S,22,No,NA,20,NA,HIGH,Cloudy,NA
10423,2017-08-04,Gibraltar Point Beach,13,S,22,No,NA,21,NA,HIGH,Cloudy,NA
10424,2017-08-04,Centre Island Beach,13,S,22,No,NA,22,2,MOD,Cloudy,NA
10425,2017-08-04,Ward's Island Beach,13,S,22,No,NA,22,NA,MOD,Cloudy,NA
10426,2017-08-04,Cherry Beach,13,S,22,No,NA,24,38,MOD,Cloudy,NA
10427,2017-08-04,Woodbine Beaches,13,S,22,No,NA,21,NA,MOD,Murky,NA
10428,2017-08-04,Kew Balmy Beach,13,S,22,No,NA,21,3,MOD,Murky,NA
10429,2017-08-04,Bluffer's Beach Park,13,S,22,No,NA,22,NA,HIGH,Murky,NA
10430,2017-08-12,Marie Curtis Park East Beach,4,NW,18,Yes,2,15,3,LOW,Clear,0.98
10431,2017-08-12,Sunnyside Beach,4,NW,18,Yes,2,18,47,LOW,Murky,2.76
10432,2017-08-12,Hanlan's Point Beach,4,NW,18,Yes,2,17,NA,LOW,Clear,NA
10433,2017-08-12,Gibraltar Point Beach,4,NW,18,Yes,2,15,2,LOW,Clear,NA
10434,2017-08-12,Centre Island Beach,4,NW,18,Yes,2,12,4,LOW,Murky,NA
10435,2017-08-12,Ward's Island Beach,4,NW,18,Yes,2,15,NA,LOW,Cloudy,NA
10436,2017-08-12,Cherry Beach,4,NW,18,Yes,2,17,NA,LOW,Clear,NA
10437,2017-08-12,Woodbine Beaches,4,NW,18,Yes,2,17,2,LOW,Clear,NA
10438,2017-08-12,Kew Balmy Beach,4,NW,18,Yes,2,17,17,LOW,Clear,NA
10439,2017-08-12,Bluffer's Beach Park,4,NW,18,Yes,2,12,NA,LOW,Clear,NA
10440,2017-08-13,Marie Curtis Park East Beach,8,NW,17,No,NA,13,NA,LOW,Cloudy,1.21
10441,2017-08-13,Sunnyside Beach,8,NW,17,No,NA,15,250,LOW,Clear,1.57
10442,2017-08-13,Hanlan's Point Beach,8,NW,17,No,NA,11,3,LOW,Clear,NA
10443,2017-08-13,Gibraltar Point Beach,8,NW,17,No,NA,12,14,LOW,Clear,NA
10444,2017-08-13,Centre Island Beach,8,NW,17,No,NA,13,6,LOW,Clear,NA
10445,2017-08-13,Ward's Island Beach,8,NW,17,No,NA,13,NA,LOW,Clear,NA
10446,2017-08-13,Cherry Beach,8,NW,17,No,NA,14,27,LOW,Clear,NA
10447,2017-08-13,Woodbine Beaches,8,NW,17,No,NA,14,2,LOW,Clear,NA
10448,2017-08-13,Kew Balmy Beach,8,NW,17,No,NA,14,NA,LOW,Clear,NA
10449,2017-08-13,Bluffer's Beach Park,8,NW,17,No,NA,15,NA,LOW,Clear,NA
10450,2017-08-15,Marie Curtis Park East Beach,8,SW,17,No,NA,14,20,LOW,Medium to clear turbidity,1.11
10451,2017-08-15,Sunnyside Beach,8,SW,17,No,NA,16,62,LOW,Clear,1.41
10452,2017-08-15,Hanlan's Point Beach,8,SW,17,No,NA,16,9,LOW,Clear,NA
10453,2017-08-15,Gibraltar Point Beach,8,SW,17,No,NA,17,3,LOW,Clear,NA
10454,2017-08-15,Centre Island Beach,8,SW,17,No,NA,17,13,LOW,Clear,NA
10455,2017-08-15,Ward's Island Beach,8,SW,17,No,NA,17,NA,LOW,Murky,NA
10456,2017-08-15,Cherry Beach,8,SW,17,No,NA,16,26,LOW,Murky,NA
10457,2017-08-15,Woodbine Beaches,8,SW,17,No,NA,15,2,LOW,Clear,NA
10458,2017-08-15,Kew Balmy Beach,8,SW,17,No,NA,15,26,LOW,Clear,NA
10459,2017-08-15,Bluffer's Beach Park,8,SW,17,No,NA,14,35,LOW,Clear,NA
10460,2017-08-20,Marie Curtis Park East Beach,5,SW,17,No,NA,11,10,LOW,Clear,0.66
10461,2017-08-20,Sunnyside Beach,5,SW,17,No,NA,14,55,LOW,Clear,1.39
10462,2017-08-20,Hanlan's Point Beach,5,SW,17,No,NA,18,2,LOW,Clear,NA
10463,2017-08-20,Gibraltar Point Beach,5,SW,17,No,NA,18,NA,LOW,Clear,NA
10464,2017-08-20,Centre Island Beach,5,SW,17,No,NA,18,12,LOW,Clear,NA
10465,2017-08-20,Ward's Island Beach,5,SW,17,No,NA,19,3,LOW,Cloudy,NA
10466,2017-08-20,Cherry Beach,5,SW,17,No,NA,19,52,LOW,Clear,NA
10467,2017-08-20,Woodbine Beaches,5,SW,17,No,NA,18,7,LOW,Clear,NA
10468,2017-08-20,Kew Balmy Beach,5,SW,17,No,NA,18,3,LOW,Clear,NA
10469,2017-08-20,Bluffer's Beach Park,5,SW,17,No,NA,14,NA,LOW,Clear,NA
10470,2017-08-21,Marie Curtis Park East Beach,3,SW,19,No,NA,18,1,LOW,Clear,0.61
10471,2017-08-21,Sunnyside Beach,3,SW,19,No,NA,17,200,LOW,Clear,1.13
10472,2017-08-21,Hanlan's Point Beach,3,SW,19,No,NA,18,NA,LOW,Clear,NA
10473,2017-08-21,Gibraltar Point Beach,3,SW,19,No,NA,19,NA,LOW,Clear,NA
10474,2017-08-21,Centre Island Beach,3,SW,19,No,NA,20,7,LOW,Clear,NA
10475,2017-08-21,Ward's Island Beach,3,SW,19,No,NA,20,3,LOW,Clear,NA
10476,2017-08-21,Cherry Beach,3,SW,19,No,NA,23,36,LOW,Clear,NA
10477,2017-08-21,Woodbine Beaches,3,SW,19,No,NA,18,3,LOW,Murky,NA
10478,2017-08-21,Kew Balmy Beach,3,SW,19,No,NA,18,10,LOW,Murky,NA
10479,2017-08-21,Bluffer's Beach Park,3,SW,19,No,NA,12,40,LOW,Clear,NA
10480,2017-06-15,Marie Curtis Park East Beach,46,NE,16,Yes,0,12,30,HIGH,Murky ,1.91
10481,2017-06-15,Sunnyside Beach,46,NE,16,Yes,0,12,40,HIGH,Clear,0.85
10482,2017-06-15,Hanlan's Point Beach,46,NE,16,Yes,0,12,NA,LOW,Clear,NA
10483,2017-06-15,Gibraltar Point Beach,46,NE,16,Yes,0,12,NA,HIGH,Clear,NA
10484,2017-06-15,Centre Island Beach,46,NE,16,Yes,0,12,NA,MOD,Murky,NA
10485,2017-06-15,Ward's Island Beach,46,NE,16,Yes,0,12,NA,LOW,Clear,NA
10486,2017-06-15,Cherry Beach,46,NE,16,Yes,0,12,19,LOW,Clear,NA
10487,2017-06-15,Woodbine Beaches,46,NE,16,Yes,0,7,NA,MOD,Murky ,NA
10488,2017-06-15,Kew Balmy Beach,46,NE,16,Yes,0,7,NA,MOD,Murky ,NA
10489,2017-06-15,Bluffer's Beach Park,46,NE,16,Yes,0,9,NA,HIGH,Murky ,NA
10490,2017-06-26,Marie Curtis Park East Beach,5,NW,15,Yes,2,10,27,LOW,Clear,0.52
10491,2017-06-26,Sunnyside Beach,5,NW,15,Yes,2,10,60,LOW,Murky,5.03
10492,2017-06-26,Hanlan's Point Beach,5,NW,15,Yes,2,9,NA,MOD,Murky,NA
10493,2017-06-26,Gibraltar Point Beach,5,NW,15,Yes,2,10,NA,LOW,Murky,NA
10494,2017-06-26,Centre Island Beach,5,NW,15,Yes,2,10,12,LOW,Murky,NA
10495,2017-06-26,Ward's Island Beach,5,NW,15,Yes,2,12,6,LOW,Murky,NA
10496,2017-06-26,Cherry Beach,5,NW,15,Yes,2,12,56,LOW,Murky,NA
10497,2017-06-26,Woodbine Beaches,5,NW,15,Yes,2,6,2,LOW,Clear,NA
10498,2017-06-26,Kew Balmy Beach,5,NW,15,Yes,2,6,5,LOW,Clear,NA
10499,2017-06-26,Bluffer's Beach Park,5,NW,15,Yes,2,8,13,LOW,Cloudy,NA
10500,2017-06-27,Marie Curtis Park East Beach,17,SW,11,Yes,2,5,15,LOW,Clear,0.64
10501,2017-06-27,Sunnyside Beach,17,SW,11,Yes,2,9,40,LOW,Cloudy,2.76
10502,2017-06-27,Hanlan's Point Beach,17,SW,11,Yes,2,8,NA,LOW,Murky,NA
10503,2017-06-27,Gibraltar Point Beach,17,SW,11,Yes,2,9,17,LOW,Murky,NA
10504,2017-06-27,Centre Island Beach,17,SW,11,Yes,2,10,NA,LOW,Murky,NA
10505,2017-06-27,Ward's Island Beach,17,SW,11,Yes,2,10,NA,LOW,Murky,NA
10506,2017-06-27,Cherry Beach,17,SW,11,Yes,2,15,32,LOW,Murky,NA
10507,2017-06-27,Woodbine Beaches,17,SW,11,Yes,2,8,NA,LOW,Clear,NA
10508,2017-06-27,Kew Balmy Beach,17,SW,11,Yes,2,8,7,LOW,Clear,NA
10509,2017-06-27,Bluffer's Beach Park,17,SW,11,Yes,2,10,80,MOD,Cloudy,NA
10510,2017-06-28,Marie Curtis Park East Beach,15,SW,12,Yes,2,6,10,LOW,Clear,0.64
10511,2017-06-28,Sunnyside Beach,15,SW,12,Yes,2,6,35,LOW,Cloudy,1.47
10512,2017-06-28,Hanlan's Point Beach,15,SW,12,Yes,2,12,NA,LOW,Murky,NA
10513,2017-06-28,Gibraltar Point Beach,15,SW,12,Yes,2,12,NA,None,Murky,NA
10514,2017-06-28,Centre Island Beach,15,SW,12,Yes,2,12,NA,LOW,Slightly Murky,NA
10515,2017-06-28,Ward's Island Beach,15,SW,12,Yes,2,13,NA,LOW,Slightly Murky ,NA
10516,2017-06-28,Cherry Beach,15,SW,12,Yes,2,14,41,LOW,Murky,NA
10517,2017-06-28,Woodbine Beaches,15,SW,12,Yes,2,7,3,LOW,Clear,NA
10518,2017-06-28,Kew Balmy Beach,15,SW,12,Yes,2,7,NA,LOW,Clear,NA
10519,2017-06-28,Bluffer's Beach Park,15,SW,12,Yes,2,8,42,LOW,Clear,NA
10520,2017-07-02,Marie Curtis Park East Beach,5,SW,14,Yes,4,10,15,LOW,Murky,1.59
10521,2017-07-02,Sunnyside Beach,5,SW,14,Yes,4,12,32,LOW,Murky,2.54
10522,2017-07-02,Hanlan's Point Beach,5,SW,14,Yes,4,12,2,LOW,Murky,NA
10523,2017-07-02,Gibraltar Point Beach,5,SW,14,Yes,4,10,17,LOW,Murky,NA
10524,2017-07-02,Centre Island Beach,5,SW,14,Yes,4,11,NA,LOW,Murky,NA
10525,2017-07-02,Ward's Island Beach,5,SW,14,Yes,4,15,1,LOW,Murky,NA
10526,2017-07-02,Cherry Beach,5,NW,14,Yes,4,14,3,LOW,Murky,NA
10527,2017-07-02,Woodbine Beaches,5,NW,14,Yes,4,10,NA,LOW,Clear,NA
10528,2017-07-02,Kew Balmy Beach,5,NW,14,Yes,4,10,5,LOW,Clear,NA
10529,2017-07-02,Bluffer's Beach Park,5,NW,14,Yes,4,10,NA,LOW,Cloudy,NA
10530,2017-07-09,Marie Curtis Park East Beach,9,SW,17,No,NA,17,4,MOD,Murky,0.51
10531,2017-07-09,Sunnyside Beach,9,SW,17,No,NA,19,70,LOW,Murky,1.83
10532,2017-07-09,Hanlan's Point Beach,9,SW,17,No,NA,13,NA,LOW,Clear,NA
10533,2017-07-09,Gibraltar Point Beach,9,SW,17,No,NA,14,3,MOD,Clear,NA
10534,2017-07-09,Centre Island Beach,9,SW,17,No,NA,15,4,MOD,Clear,NA
10535,2017-07-09,Ward's Island Beach,9,SW,17,No,NA,16,16,LOW,Clear,NA
10536,2017-07-09,Cherry Beach,9,SW,17,No,NA,16,63,LOW,Murky,NA
